14,0.605,0.505,0.495,0.49,0.505,0.5,0.495,0.49
28,0.65,0.49,0.47,0.46,0.49,0.48,0.47,0.46
42,0.695,0.475,0.445,0.43,0.475,0.46,0.445,0.43
56,0.74,0.46,0.42,0.4,0.46,0.44,0.42,0.4
70,0.785,0.445,0.395,0.37,0.445,0.42,0.395,0.37
84,0.82,0.43,0.375,0.345,0.43,0.4,0.375,0.345
98,0.855,0.415,0.355,0.32,0.415,0.38,0.355,0.32
112,0.89,0.4,0.335,0.295,0.4,0.36,0.335,0.295
126,0.925,0.385,0.315,0.27,0.385,0.34,0.315,0.27
140,0.95,0.375,0.3,0.245,0.37,0.325,0.3,0.255
154,0.975,0.365,0.285,0.22,0.355,0.31,0.285,0.24
168,0.995,0.36,0.27,0.2,0.345,0.295,0.27,0.225
182,1.005,0.36,0.26,0.185,0.34,0.285,0.26,0.215
196,1.01,0.36,0.255,0.175,0.335,0.28,0.255,0.205
210,1.015,0.36,0.25,0.165,0.33,0.275,0.25,0.195
224,1.015,0.365,0.245,0.16,0.325,0.27,0.25,0.19
238,1.01,0.37,0.24,0.16,0.325,0.27,0.255,0.185
252,1.005,0.375,0.235,0.16,0.325,0.27,0.26,0.18
266,1.005,0.38,0.23,0.155,0.32,0.265,0.26,0.175
280,1,0.385,0.225,0.155,0.32,0.265,0.265,0.17
294,0.995,0.39,0.225,0.15,0.32,0.265,0.265,0.17
308,0.995,0.39,0.225,0.14,0.32,0.265,0.26,0.165
322,0.99,0.395,0.225,0.135,0.32,0.265,0.26,0.165
336,0.985,0.4,0.22,0.135,0.32,0.265,0.265,0.16
350,0.98,0.405,0.22,0.13,0.32,0.265,0.265,0.16
364,0.975,0.405,0.22,0.125,0.325,0.27,0.265,0.155
378,0.975,0.41,0.215,0.12,0.32,0.265,0.265,0.15
392,0.97,0.415,0.215,0.115,0.32,0.265,0.265,0.15
406,0.965,0.42,0.215,0.11,0.32,0.265,0.265,0.15
420,0.96,0.42,0.215,0.105,0.325,0.27,0.265,0.145
434,0.96,0.425,0.21,0.1,0.32,0.265,0.265,0.14
448,0.955,0.43,0.21,0.095,0.32,0.265,0.265,0.14
462,0.95,0.43,0.205,0.095,0.32,0.27,0.27,0.14
476,0.95,0.43,0.2,0.09,0.315,0.27,0.27,0.14
490,0.945,0.43,0.2,0.085,0.32,0.275,0.27,0.135
504,0.945,0.43,0.195,0.08,0.315,0.275,0.27,0.135
518,0.94,0.435,0.195,0.075,0.315,0.275,0.27,0.135
532,0.935,0.435,0.19,0.075,0.315,0.28,0.275,0.135
546,0.935,0.435,0.185,0.07,0.31,0.28,0.275,0.135
560,0.93,0.435,0.185,0.065,0.315,0.285,0.275,0.13
574,0.93,0.435,0.18,0.06,0.31,0.285,0.275,0.13
588,0.925,0.44,0.18,0.055,0.31,0.285,0.275,0.13
602,0.925,0.44,0.175,0.05,0.305,0.285,0.275,0.13
616,0.92,0.445,0.175,0.045,0.305,0.285,0.275,0.13
630,0.915,0.445,0.17,0.045,0.305,0.29,0.28,0.13
644,0.915,0.445,0.165,0.04,0.3,0.29,0.28,0.13
658,0.91,0.445,0.165,0.035,0.305,0.295,0.28,0.125
672,0.91,0.445,0.16,0.03,0.3,0.295,0.28,0.125
686,0.905,0.45,0.16,0.025,0.3,0.295,0.28,0.125
700,0.9,0.45,0.155,0.025,0.3,0.3,0.285,0.125
714,0.9,0.45,0.15,0.02,0.295,0.3,0.285,0.125
728,0.895,0.45,0.15,0.015,0.3,0.305,0.285,0.12
742,0.895,0.45,0.145,0.01,0.295,0.305,0.285,0.12
756,0.89,0.455,0.145,0.005,0.295,0.305,0.285,0.12
770,0.885,0.46,0.14,0.005,0.295,0.305,0.285,0.125
784,0.885,0.46,0.14,-3.76E-16,0.29,0.305,0.285,0.12
798,0.88,0.46,0.135,-3.76E-16,0.29,0.31,0.29,0.12
812,0.875,0.465,0.135,-3.76E-16,0.29,0.31,0.29,0.12
826,0.875,0.465,0.13,-0.005,0.29,0.31,0.285,0.12
840,0.875,0.465,0.13,-0.01,0.285,0.31,0.285,0.115
854,0.87,0.465,0.125,-0.01,0.285,0.315,0.29,0.115
868,0.865,0.47,0.125,-0.01,0.285,0.315,0.29,0.115
882,0.865,0.47,0.12,-0.015,0.285,0.315,0.285,0.115
896,0.86,0.475,0.12,-0.015,0.285,0.315,0.285,0.115
910,0.86,0.475,0.12,-0.02,0.28,0.315,0.285,0.11
924,0.855,0.48,0.12,-0.02,0.28,0.315,0.285,0.11
938,0.855,0.475,0.115,-0.025,0.28,0.32,0.285,0.105
952,0.85,0.48,0.11,-0.025,0.28,0.32,0.285,0.11
966,0.85,0.48,0.11,-0.03,0.275,0.32,0.285,0.105
980,0.845,0.485,0.11,-0.03,0.275,0.32,0.285,0.105
994,0.84,0.49,0.11,-0.03,0.275,0.32,0.285,0.105
1008,0.84,0.485,0.105,-0.035,0.275,0.325,0.285,0.1
1022,0.835,0.49,0.105,-0.035,0.275,0.325,0.285,0.1
1036,0.835,0.49,0.1,-0.04,0.275,0.325,0.28,0.1
1050,0.83,0.495,0.1,-0.04,0.275,0.325,0.28,0.1
1064,0.83,0.495,0.1,-0.045,0.27,0.325,0.28,0.095
1078,0.825,0.5,0.1,-0.045,0.27,0.325,0.28,0.095
1092,0.825,0.495,0.095,-0.05,0.27,0.33,0.28,0.09
1106,0.82,0.5,0.095,-0.05,0.27,0.33,0.28,0.09
1120,0.815,0.505,0.095,-0.05,0.27,0.33,0.28,0.09
1134,0.815,0.505,0.09,-0.055,0.27,0.33,0.275,0.09
1148,0.815,0.505,0.09,-0.06,0.265,0.33,0.275,0.085
1162,0.81,0.505,0.09,-0.06,0.265,0.335,0.28,0.08
1176,0.805,0.51,0.09,-0.06,0.265,0.335,0.28,0.08
1190,0.805,0.51,0.085,-0.065,0.265,0.335,0.275,0.08
1204,0.8,0.515,0.085,-0.065,0.265,0.335,0.275,0.08
1218,0.8,0.51,0.08,-0.07,0.265,0.34,0.275,0.075
1232,0.795,0.515,0.08,-0.07,0.265,0.34,0.275,0.075
1246,0.79,0.52,0.08,-0.07,0.265,0.34,0.275,0.075
1260,0.79,0.52,0.075,-0.075,0.265,0.34,0.27,0.075
1274,0.79,0.52,0.075,-0.08,0.26,0.34,0.27,0.07
1288,0.785,0.525,0.075,-0.08,0.26,0.34,0.27,0.07
1302,0.78,0.53,0.075,-0.08,0.26,0.34,0.27,0.07
1316,0.78,0.525,0.07,-0.085,0.26,0.345,0.27,0.065
1330,0.775,0.53,0.07,-0.085,0.26,0.345,0.27,0.065
1344,0.775,0.53,0.065,-0.09,0.26,0.345,0.265,0.065
1358,0.77,0.535,0.065,-0.09,0.26,0.345,0.265,0.065
1372,0.77,0.535,0.065,-0.095,0.255,0.345,0.265,0.06
1386,0.765,0.54,0.065,-0.095,0.255,0.345,0.265,0.06
1400,0.765,0.535,0.06,-0.1,0.255,0.35,0.265,0.055
1414,0.76,0.54,0.06,-0.1,0.255,0.35,0.265,0.055
1428,0.755,0.545,0.06,-0.1,0.255,0.35,0.265,0.055
1442,0.755,0.545,0.055,-0.105,0.255,0.35,0.26,0.055
1456,0.755,0.545,0.055,-0.11,0.25,0.35,0.26,0.05
1470,0.75,0.545,0.055,-0.11,0.25,0.355,0.265,0.045
1484,0.745,0.55,0.055,-0.11,0.25,0.355,0.265,0.045
1498,0.745,0.55,0.05,-0.115,0.25,0.355,0.26,0.045
1512,0.74,0.555,0.05,-0.115,0.25,0.355,0.26,0.045
1526,0.74,0.55,0.045,-0.12,0.25,0.36,0.26,0.04
1540,0.735,0.555,0.045,-0.12,0.25,0.36,0.26,0.04
1554,0.73,0.56,0.045,-0.12,0.25,0.36,0.26,0.04
1568,0.73,0.56,0.04,-0.125,0.25,0.36,0.255,0.04
1582,0.73,0.56,0.04,-0.13,0.245,0.36,0.255,0.035
1596,0.725,0.565,0.04,-0.13,0.245,0.36,0.255,0.035
1610,0.72,0.57,0.04,-0.13,0.245,0.36,0.255,0.035
1624,0.72,0.565,0.035,-0.135,0.245,0.365,0.255,0.03
1638,0.715,0.57,0.035,-0.135,0.245,0.365,0.255,0.03
1652,0.715,0.57,0.03,-0.14,0.245,0.365,0.25,0.03
1666,0.71,0.575,0.03,-0.14,0.245,0.365,0.25,0.03
1680,0.71,0.575,0.03,-0.145,0.24,0.365,0.25,0.025
1694,0.705,0.58,0.03,-0.145,0.24,0.365,0.25,0.025
1708,0.705,0.575,0.025,-0.15,0.24,0.37,0.25,0.02
1722,0.7,0.58,0.025,-0.15,0.24,0.37,0.25,0.02
1736,0.695,0.585,0.025,-0.15,0.24,0.37,0.25,0.02
1750,0.695,0.585,0.02,-0.155,0.24,0.37,0.245,0.02
1764,0.695,0.585,0.02,-0.16,0.235,0.37,0.245,0.015
1778,0.69,0.585,0.02,-0.16,0.235,0.375,0.25,0.01
1792,0.685,0.59,0.02,-0.16,0.235,0.375,0.25,0.01
1806,0.685,0.59,0.015,-0.165,0.235,0.375,0.245,0.01
1820,0.68,0.595,0.015,-0.165,0.235,0.375,0.245,0.01
1834,0.68,0.59,0.01,-0.17,0.235,0.38,0.245,0.005
1848,0.675,0.595,0.01,-0.17,0.235,0.38,0.245,0.005
1862,0.67,0.6,0.01,-0.17,0.235,0.38,0.245,0.005
1876,0.67,0.6,0.005,-0.175,0.235,0.38,0.24,0.005
1890,0.67,0.6,0.005,-0.18,0.23,0.38,0.24,-3.76E-16
1904,0.665,0.605,0.005,-0.18,0.23,0.38,0.24,-3.76E-16
1918,0.66,0.61,0.005,-0.18,0.23,0.38,0.24,-3.76E-16
1932,0.66,0.605,-3.76E-16,-0.185,0.23,0.385,0.24,-0.005
1946,0.655,0.61,-3.76E-16,-0.185,0.23,0.385,0.24,-0.005
1960,0.655,0.61,-0.005,-0.19,0.23,0.385,0.235,-0.005
1974,0.65,0.615,-0.005,-0.19,0.23,0.385,0.235,-0.005
1988,0.65,0.61,-0.005,-0.195,0.225,0.39,0.24,-0.01
2002,0.645,0.615,-0.005,-0.195,0.225,0.39,0.24,-0.01
2016,0.645,0.615,-0.01,-0.2,0.225,0.39,0.235,-0.01
2030,0.64,0.62,-0.01,-0.2,0.225,0.39,0.235,-0.01
2044,0.635,0.62,-0.01,-0.2,0.225,0.395,0.24,-0.01
2058,0.635,0.62,-0.01,-0.205,0.22,0.395,0.24,-0.01
2072,0.635,0.62,-0.015,-0.21,0.22,0.395,0.235,-0.01
2086,0.63,0.625,-0.015,-0.21,0.22,0.395,0.235,-0.01
2100,0.625,0.625,-0.01,-0.21,0.22,0.4,0.24,-0.01
2114,0.625,0.625,-0.01,-0.215,0.215,0.4,0.24,-0.01
2128,0.625,0.625,-0.015,-0.22,0.215,0.4,0.235,-0.01
2142,0.62,0.63,-0.015,-0.22,0.215,0.4,0.235,-0.01
2156,0.615,0.63,-0.01,-0.22,0.215,0.405,0.24,-0.01
2170,0.62,0.625,-0.01,-0.225,0.215,0.405,0.235,-0.015
2184,0.615,0.63,-0.01,-0.225,0.215,0.405,0.235,-0.015
2198,0.615,0.63,-0.01,-0.23,0.21,0.405,0.235,-0.015
2212,0.61,0.63,-0.01,-0.23,0.215,0.41,0.235,-0.015
2226,0.61,0.63,-0.01,-0.235,0.21,0.41,0.235,-0.015
2240,0.61,0.63,-0.01,-0.235,0.215,0.41,0.23,-0.02
2254,0.605,0.635,-0.01,-0.235,0.215,0.41,0.23,-0.02
2268,0.605,0.635,-0.01,-0.24,0.21,0.41,0.23,-0.02
2282,0.605,0.635,-0.01,-0.24,0.215,0.41,0.225,-0.025
2296,0.605,0.635,-0.01,-0.24,0.215,0.41,0.225,-0.025
